,Appointed,Name,Status,Address,Role,Appointed on,Register Location,Registration Number,Company status,Resigned on,Correspondence address,Register location,Registration number,Company number
517,SKY CHARM SECRETARIAL SERVICES LIMITED,"DANNIER INTERNATIONAL CO., LTD (07749723)",,,Secretary,19 July 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07749723
518,SKY CHARM SECRETARIAL SERVICES LIMITED,"UK KEN WELL CO., LTD (08169904)",,,Secretary,7 August 2012,,,Active,23 July 2013,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08169904
519,SKY CHARM SECRETARIAL SERVICES LIMITED,LIGHTNING SPEED LTD (08144279),,,Secretary,16 July 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08144279
520,SKY CHARM SECRETARIAL SERVICES LIMITED,VITFLOOR UK LTD (08165175),,,Secretary,2 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08165175
521,SKY CHARM SECRETARIAL SERVICES LIMITED,"JINTAI (ENGLAND) CO., LIMITED (06344584)",,,Secretary,5 July 2012,,,Dissolved,5 July 2013,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,06344584
522,SKY CHARM SECRETARIAL SERVICES LIMITED,SPAIN MINA (INT'L) FASHION LIMITED (08166454),,,Secretary,2 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08166454
523,SKY CHARM SECRETARIAL SERVICES LIMITED,"GREEN CHIPS BIZ CO., LIMITED (08171074)",,,Secretary,7 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08171074
524,SKY CHARM SECRETARIAL SERVICES LIMITED,C & T DIGICOL LTD (06956447),,,Secretary,8 July 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,06956447
525,SKY CHARM SECRETARIAL SERVICES LIMITED,"HENGSHENG IMPORT & EXPORT CO., LTD (08169190)",,,Secretary,6 August 2012,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08169190
526,SKY CHARM SECRETARIAL SERVICES LIMITED,"XINUO HANSHA (U.K.) CO., LTD (08154992)",,,Secretary,24 July 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08154992
527,SKY CHARM SECRETARIAL SERVICES LIMITED,BIER BULASI LIMITED (07338576),,,Secretary,10 July 2012,,,Dissolved,26 June 2014,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07338576
528,SKY CHARM SECRETARIAL SERVICES LIMITED,REVOBEING LTD (08172766),,,Secretary,8 August 2012,,,Active,5 August 2014,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08172766
529,SKY CHARM SECRETARIAL SERVICES LIMITED,EUROKEY GLOBAL LIMITED (07336836),,,Secretary,18 July 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07336836
530,SKY CHARM SECRETARIAL SERVICES LIMITED,ARCHVISION DESIGN LIMITED (07709108),,,Secretary,9 July 2012,,,Active,9 July 2013,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07709108
531,SKY CHARM SECRETARIAL SERVICES LIMITED,EUROSTAR INDUSTRY GROUP LIMITED (08175882),,,Secretary,10 August 2012,,,Active,10 August 2014,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08175882
532,SKY CHARM SECRETARIAL SERVICES LIMITED,UK. VAFAN LESHEN PALACE POPPY SEED OIL COMPANY LTD. (08149955),,,Secretary,19 July 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08149955
533,SKY CHARM SECRETARIAL SERVICES LIMITED,OBTAIN-ELEC LIMITED (07757588),,,Secretary,1 August 2012,,,Active,1 August 2013,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07757588
534,SKY CHARM SECRETARIAL SERVICES LIMITED,"RECORD ELECTRONICS CO., LTD (08171073)",,,Secretary,7 August 2012,,,Active,22 August 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08171073
535,SKY CHARM SECRETARIAL SERVICES LIMITED,"UK VENTI COSMETIC CO., LIMITED (08172510)",,,Secretary,8 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08172510
536,SKY CHARM SECRETARIAL SERVICES LIMITED,"SIKE MACHINERY EQUIPMENT CO., LTD (08163083)",,,Secretary,31 July 2012,,,Active,31 July 2013,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08163083
537,SKY CHARM SECRETARIAL SERVICES LIMITED,IDEAR4BUSINESS INTERNATIONAL LTD (07327606),,,Secretary,16 July 2012,,,Active,,"Chase Business Centre, 39-41 Cahse Side, London, United Kingdom, N14 5BP",UK,8026775,07327606
538,SKY CHARM SECRETARIAL SERVICES LIMITED,"YIWU ECO DECO CO., LTD (08158056)",,,Secretary,26 July 2012,,,Active,8 July 2014,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08158056
539,SKY CHARM SECRETARIAL SERVICES LIMITED,ULTRA POWER TECHNOLOGY LIMITED (08161812),,,Secretary,30 July 2012,,,Active,10 July 2014,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08161812
540,SKY CHARM SECRETARIAL SERVICES LIMITED,SAGA INTERNATIONAL HOLDING LTD (06964280),,,Secretary,16 July 2012,,,Active,20 June 2014,"Chase Business Centre, 39-41 Chae Side, London, United Kingdom, N14 5BP",UK,8026775,06964280
541,SKY CHARM SECRETARIAL SERVICES LIMITED,VAIRZ (EUROPE) LIMITED (07674717),,,Secretary,20 June 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07674717
542,SKY CHARM SECRETARIAL SERVICES LIMITED,IKEN SAFETY PRODUCTS INTERNATIONAL LIMITED (08149793),,,Secretary,19 July 2012,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08149793
543,SKY CHARM SECRETARIAL SERVICES LIMITED,CHINA SOUTH GROUP (UK) INTERNATIONAL HOLDING LIMITED (08177689),,,Secretary,13 August 2012,,,Active,6 August 2014,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08177689
544,SKY CHARM SECRETARIAL SERVICES LIMITED,"OXFORD B.P. KELADON CO., LTD (07790410)",,,Secretary,13 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07790410
545,SKY CHARM SECRETARIAL SERVICES LIMITED,AOGOM GARMENT LIMITED (07360924),,,Secretary,1 August 2012,,,Active,6 August 2014,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07360924
546,SKY CHARM SECRETARIAL SERVICES LIMITED,HONGKONG CHEESHINE INTERNATIONAL LTD (06982288),,,Secretary,1 August 2012,,,Active,5 August 2014,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,06982288
547,SKY CHARM SECRETARIAL SERVICES LIMITED,VOSTOCHNY DUNREF ELECTRIC LTD (07754359),,,Secretary,1 August 2012,,,Active,6 August 2014,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07754359
548,SKY CHARM SECRETARIAL SERVICES LIMITED,TYCO ELECTRONICS CORPORATION LIMITED (08152926),,,Secretary,23 July 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08152926
549,SKY CHARM SECRETARIAL SERVICES LIMITED,"FREEART INTERNATIONAL CO., LTD (07744419)",,,Secretary,13 August 2012,,,Active,7 August 2014,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07744419
550,SKY CHARM SECRETARIAL SERVICES LIMITED,"ACEPURE NUTRA CO., LTD (08180307)",,,Secretary,15 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08180307
551,SKY CHARM SECRETARIAL SERVICES LIMITED,WORLD MODEL ASSOCIATION (08154767),,,Secretary,24 July 2012,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK UNITED KINGDOM,8026775,08154767
552,SKY CHARM SECRETARIAL SERVICES LIMITED,"ZQYL GROUP CO., LTD (08159544)",,,Secretary,27 July 2012,,,Dissolved,26 April 2013,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08159544
553,SKY CHARM SECRETARIAL SERVICES LIMITED,TEAM MAX DEVELOPMENT LIMITED (07748322),,,Secretary,7 August 2012,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07748322
554,SKY CHARM SECRETARIAL SERVICES LIMITED,"ZY SAFETY INTERNATIONAL CO., LTD (06991430)",,,Secretary,19 July 2012,,,Active,28 July 2014,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,06991430
555,SKY CHARM SECRETARIAL SERVICES LIMITED,"GLOBAL POLYMER MATERIAL CO., LTD (07661398)",,,Secretary,7 June 2012,,,Dissolved,7 June 2014,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07661398
556,SKY CHARM SECRETARIAL SERVICES LIMITED,"WILLY CO., LTD. (08176059)",,,Secretary,10 August 2012,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08176059
557,SKY CHARM SECRETARIAL SERVICES LIMITED,"HANGZHOU LINGRUICHEM CO., LTD (08167773)",,,Secretary,3 August 2012,,,Active,3 August 2014,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08167773
558,SKY CHARM SECRETARIAL SERVICES LIMITED,"FRANCE MORI ROSEN GROUP SHARES CO., LTD (08165638)",,,Secretary,2 August 2012,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08165638
559,SKY CHARM SECRETARIAL SERVICES LIMITED,VICO TECHNOLOGY LIMITED (08185093),,,Secretary,20 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08185093
560,SKY CHARM SECRETARIAL SERVICES LIMITED,"ITALY DENI APPAREL INTERNATIONAL GROUP CO., LTD (07740768)",,,Secretary,15 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07740768
561,SKY CHARM SECRETARIAL SERVICES LIMITED,DB CONSOLIDATED GEMS LIMITED (08184893),,,Secretary,20 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08184893
562,SKY CHARM SECRETARIAL SERVICES LIMITED,WIN ORIENTAL LIMITED (07746435),,,Secretary,19 August 2012,,,Active,15 August 2014,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07746435
563,SKY CHARM SECRETARIAL SERVICES LIMITED,"UK INTERNATIONAL AIRLINES CO., LIMITED (07777288)",,,Secretary,30 July 2012,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07777288
564,SKY CHARM SECRETARIAL SERVICES LIMITED,C&L (HK) COMPANY LTD (08178870),,,Secretary,14 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08178870
565,SKY CHARM SECRETARIAL SERVICES LIMITED,08182223 LTD (08182223),,,Secretary,16 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08182223
566,SKY CHARM SECRETARIAL SERVICES LIMITED,UNIRICH CHEMICAL LTD. (06382425),,,Secretary,6 August 2012,,,Dissolved,23 September 2013,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,06382425
567,SKY CHARM SECRETARIAL SERVICES LIMITED,MAGICO GROUP LIMITED (08169273),,,Secretary,6 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08169273
568,SKY CHARM SECRETARIAL SERVICES LIMITED,GOLDEN CHRY HARDWARE INDUSTRIAL LIMITED (08167786),,,Secretary,3 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08167786
569,SKY CHARM SECRETARIAL SERVICES LIMITED,KBL CAPITAL (UK) LIMITED (06994908),,,Secretary,17 August 2012,,,Active,5 August 2014,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,06994908
570,SKY CHARM SECRETARIAL SERVICES LIMITED,"T&M TOOLS CO., LIMITED (08186583)",,,Secretary,21 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08186583
571,SKY CHARM SECRETARIAL SERVICES LIMITED,LKP ELECTRONIC LIMITED (07693506),,,Secretary,5 July 2012,,,Dissolved,5 July 2014,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07693506
572,SKY CHARM SECRETARIAL SERVICES LIMITED,GLOBAL INDUSTRIAL ALLOYS LTD. (08153468),,,Secretary,23 July 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08153468
573,SKY CHARM SECRETARIAL SERVICES LIMITED,"HUAFANG GROUP WOOLEN SPINNING WEAVING & DYEING CO., LTD (06983709)",,,Secretary,6 August 2012,,,Active,6 August 2013,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,06983709
574,SKY CHARM SECRETARIAL SERVICES LIMITED,"WRIGHT EDM PARTS CO., LTD (08191381)",,,Secretary,24 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chse Side, London, England, N14 5BP",UK,8026775,08191381
575,SKY CHARM SECRETARIAL SERVICES LIMITED,GEEKDIGG (UK) LIMITED (08176105),,,Secretary,10 August 2012,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",BEI,8026775,08176105
576,SKY CHARM SECRETARIAL SERVICES LIMITED,ELITE INTERNATIONAL TRADING LTD. (08172581),,,Secretary,8 August 2012,,,Active,31 July 2013,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08172581
577,SKY CHARM SECRETARIAL SERVICES LIMITED,"BESE TRADING CO., LTD (08188075)",,,Secretary,22 August 2012,,,Active,12 August 2014,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08188075
578,SKY CHARM SECRETARIAL SERVICES LIMITED,"HIXMAS CO., LTD (08185048)",,,Secretary,20 August 2012,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08185048
579,SKY CHARM SECRETARIAL SERVICES LIMITED,"HESEN INTERNATIONAL CO., LTD (08189742)",,,Secretary,23 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08189742
580,SKY CHARM SECRETARIAL SERVICES LIMITED,SCORE INDUSTRIAL LIMITED (08169742),,,Secretary,6 August 2012,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08169742
581,SKY CHARM SECRETARIAL SERVICES LIMITED,"HUAYANG TUBE MANUFACTORY CO., LTD (08169703)",,,Secretary,6 August 2012,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08169703
582,SKY CHARM SECRETARIAL SERVICES LIMITED,"ECO INTERNATIONAL ELEBIKE (UK) CO., LIMITED (05233060)",,,Secretary,13 July 2012,,,Dissolved,13 July 2013,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,05233060
583,SKY CHARM SECRETARIAL SERVICES LIMITED,WINKEEP INTERNATIONAL LTD (08186451),,,Secretary,21 August 2012,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08186451
584,SKY CHARM SECRETARIAL SERVICES LIMITED,"ZHE JIANG SEA-SKY HARDWARE MANUFACTURE CO., LTD (08182182)",,,Secretary,16 August 2012,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08182182
585,SKY CHARM SECRETARIAL SERVICES LIMITED,PERMARISE GROUP LTD (07673892),,,Secretary,21 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07673892
586,SKY CHARM SECRETARIAL SERVICES LIMITED,"ANT POWER TECHNOLOGY CO., LTD (08177723)",,,Secretary,13 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08177723
587,SKY CHARM SECRETARIAL SERVICES LIMITED,VSTE COMPANY LIMITED (08191141),,,Secretary,24 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08191141
588,SKY CHARM SECRETARIAL SERVICES LIMITED,HAPPY COOKING COMPANY LIMITED (07346487),,,Secretary,1 August 2012,,,Active,12 August 2014,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07346487
589,SKY CHARM SECRETARIAL SERVICES LIMITED,"SUNMAX INTERNATIONAL CO., LTD (08184786)",,,Secretary,20 August 2012,,,Active,11 August 2014,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08184786
590,SKY CHARM SECRETARIAL SERVICES LIMITED,ALLIED PROJECTS INDUSTRY LIMITED (07737228),,,Secretary,11 August 2012,,,Active,10 July 2014,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07737228
591,SKY CHARM SECRETARIAL SERVICES LIMITED,"AEROSPACE INDUSTRY CO., LTD. (08155050)",,,Secretary,24 July 2012,,,Active,24 June 2014,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08155050
592,SKY CHARM SECRETARIAL SERVICES LIMITED,CHROMAG MINING COMPANY LTD. (07372395),,,Secretary,9 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07372395
593,SKY CHARM SECRETARIAL SERVICES LIMITED,LUCKY NOVEMBER LIMITED (07746877),,,Secretary,1 August 2012,,,Active,6 August 2014,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07746877
594,SKY CHARM SECRETARIAL SERVICES LIMITED,REGULAR TRADE MARKETS UK LTD (07344171),,,Secretary,17 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07344171
595,SKY CHARM SECRETARIAL SERVICES LIMITED,FAR EAST FASHIONS LTD (07740380),,,Secretary,15 August 2012,,,Active,10 July 2013,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07740380
596,SKY CHARM SECRETARIAL SERVICES LIMITED,"UK UPSOLAR CO., LTD (07700668)",,,Secretary,15 August 2012,,,Active,28 July 2016,"Chase Bsuiness Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07700668
597,SKY CHARM SECRETARIAL SERVICES LIMITED,"WENZHOU GUNO FASTENER CO., LTD (07746368)",,,Secretary,14 August 2012,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07746368
598,SKY CHARM SECRETARIAL SERVICES LIMITED,SPAIN KAIWEI (INT'L) FASHION LIMITED (08188573),,,Secretary,22 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08188573
599,SKY CHARM SECRETARIAL SERVICES LIMITED,KEPPLER ENERGY & POWER LTD. (08190928),,,Secretary,24 August 2012,,,Active,24 July 2014,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08190928
600,SKY CHARM SECRETARIAL SERVICES LIMITED,"ZHEJIANG XINGNAN INDUSTRIAL CO., LIMITED (07653783)",,,Secretary,1 June 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07653783
601,SKY CHARM SECRETARIAL SERVICES LIMITED,"CHANGING ELECTRONIC CO., LTD. (08191915)",,,Secretary,28 August 2012,,,Active,25 June 2013,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08191915
602,SKY CHARM SECRETARIAL SERVICES LIMITED,ECHANNEL DESIGNS LIMITED (07788346),,,Secretary,15 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07788346
603,SKY CHARM SECRETARIAL SERVICES LIMITED,ABOTECK INDUSTRIAL LTD (08192869),,,Secretary,28 August 2012,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08192869
604,SKY CHARM SECRETARIAL SERVICES LIMITED,OBSI LIMITED (06685541),,,Secretary,14 August 2012,,,Active,22 August 2014,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,06685541
605,SKY CHARM SECRETARIAL SERVICES LIMITED,CBF FX GROUP LTD (08192052),,,Secretary,28 August 2012,,,Dissolved,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08192052
606,SKY CHARM SECRETARIAL SERVICES LIMITED,"NINGBO KELLWELL ARTWARES IMP & EXP. CO., LTD (08192798)",,,Secretary,28 August 2012,,,Active,20 July 2016,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08192798
607,SKY CHARM SECRETARIAL SERVICES LIMITED,"KINSONG CO., LIMITED (07736597)",,,Secretary,11 August 2012,,,Active,31 August 2016,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07736597
608,SKY CHARM SECRETARIAL SERVICES LIMITED,"FERRE BURTON LONDON CO., LTD (08192879)",,,Secretary,28 August 2012,,,Active,,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08192879
609,SKY CHARM SECRETARIAL SERVICES LIMITED,FOUR DIRECTIONS INTERNATIONAL LIMITED (08195977),,,Secretary,30 August 2012,,,Dissolved,24 July 2013,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08195977
610,SKY CHARM SECRETARIAL SERVICES LIMITED,"P.M GOLDEN TOP INVESTMENT CO., LTD (08192956)",,,Secretary,28 August 2012,,,Active,28 August 2013,"Chase Business Centre, 39-41 Chase Side, London, England, N14 5BP",UK,8026775,08192956
611,SKY CHARM SECRETARIAL SERVICES LIMITED,CHINTECH INTERNATIONAL LIMITED (07365478),,,Secretary,17 August 2012,,,Active,12 August 2013,"Chase Business Centre, 39-41 Chase Side, London, United Kingdom, N14 5BP",UK,8026775,07365478
